chrom	start	end	sample	cell	class
chr9	0	138394717	pseudopool	HG02059102PE20348	WW
chr9	0	138394717	pseudopool	HG02818x02PE20308	WW
chr9	0	138394717	pseudopool	HG02818x02PE20312	CW
chr9	0	138394717	pseudopool	HG02818x02PE20332	WC
chr9	0	138394717	pseudopool	NA12878_cell26	WW
chr9	0	138394717	pseudopool	NA12878_cell43	CW
chr9	0	138394717	pseudopool	NA12878_cell90	CC
chr9	0	138394717	pseudopool	NA19239_III_066	CW
chr9	0	138394717	pseudopool	NA19239_VI_090	WW
chr9	0	138394717	pseudopool	NA19239_V_029	WC
chr9	0	138394717	pseudopool	NA19239_V_055	CC
chr9	0	138394717	pseudopool	NA19240_IV_018	CW
chr9	0	138394717	pseudopool	NA19240_IV_033	CC
chr9	0	138394717	pseudopool	NA19240_I_081	CW
chr9	0	138394717	pseudopool	NA19240_VI_076	CW
chr9	0	138394717	pseudopool	NA19240_V_082	WC
chr9	6000000	9800000	pseudopool	NA12878_cell113	WC
chr9	9800000	119000000	pseudopool	NA12878_cell113	WW
chr9	17000000	17200000	pseudopool	NA12878_cell6	WC
chr9	17200000	76400000	pseudopool	NA12878_cell6	WW
chr9	17600000	22000000	pseudopool	NA12878_cell20	CC
chr9	22000000	100800000	pseudopool	NA12878_cell20	WC
chr9	22800000	138394717	pseudopool	HG00514_IV_095	WW
chr9	39400000	138394717	pseudopool	HG02059102PE20308	CW
chr9	68400000	131200000	pseudopool	HG00512_I_015	WW
chr9	68400000	138394717	pseudopool	HG00512_I_017	CC
chr9	76400000	76600000	pseudopool	NA12878_cell6	WC
chr9	76600000	111800000	pseudopool	NA12878_cell6	WW
chr9	88000000	138394717	pseudopool	HG02059102PE20361	CW
chr9	100800000	104600000	pseudopool	NA12878_cell20	WW
chr9	104600000	138394717	pseudopool	NA12878_cell20	WC
chr9	111800000	112000000	pseudopool	NA12878_cell6	WC
chr9	112000000	138394717	pseudopool	NA12878_cell6	WW
chr9	119000000	138394717	pseudopool	NA12878_cell113	CW
chr9	122600000	138394717	pseudopool	HG00731_II_019	WW
chr9	131200000	138394717	pseudopool	HG00512_I_015	CW
chrX	0	24800000	pseudopool	HG02059102PE20308	CW
chrX	0	24800000	pseudopool	NA12878_cell90	WW
chrX	0	35400000	pseudopool	HG02818x02PE20312	WW
chrX	0	48800000	pseudopool	NA19239_III_066	CC
chrX	0	67600000	pseudopool	HG00514_IV_089	WW
chrX	0	83000000	pseudopool	NA12878_cell20	WW
chrX	0	84000000	pseudopool	NA12878_cell43	WC
chrX	0	93000000	pseudopool	NA12878_cell113	CW
chrX	0	104400000	pseudopool	HG00268x01PE20402	CW
chrX	0	114000000	pseudopool	HG02818x02PE20308	CC
chrX	0	115200000	pseudopool	HG00268x01PE20438	WC
chrX	0	130600000	pseudopool	NA19240_VI_076	WW
chrX	0	152000000	pseudopool	HG00512_I_017	CC
chrX	0	155000000	pseudopool	NA12878_cell6	WW
chrX	0	156040895	pseudopool	HG00268x01PE20401	WC
chrX	0	156040895	pseudopool	HG00268x01PE20404	WW
chrX	0	156040895	pseudopool	HG00268x01PE20455	WW
chrX	0	156040895	pseudopool	HG00512_I_015	CC
chrX	0	156040895	pseudopool	HG00512_I_075	WW
chrX	0	156040895	pseudopool	HG00512_I_081	WW
chrX	0	156040895	pseudopool	HG00512_I_087	CC
chrX	0	156040895	pseudopool	HG00512_I_092	WW
chrX	0	156040895	pseudopool	HG00514_IV_008	CC
chrX	0	156040895	pseudopool	HG00514_IV_015	CC
chrX	0	156040895	pseudopool	HG00514_IV_023	WC
chrX	0	156040895	pseudopool	HG00514_IV_073	CC
chrX	0	156040895	pseudopool	HG00514_IV_095	WC
chrX	0	156040895	pseudopool	HG00514_VI_020	WC
chrX	0	156040895	pseudopool	HG00731_II_019	CC
chrX	0	156040895	pseudopool	HG00731_II_030	WW
chrX	0	156040895	pseudopool	HG00731_II_086	WW
chrX	0	156040895	pseudopool	HG01352x02PE20402	WW
chrX	0	156040895	pseudopool	HG01352x02PE20410	CW
chrX	0	156040895	pseudopool	HG01352x02PE20424	WW
chrX	0	156040895	pseudopool	HG01352x02PE20442	WC
chrX	0	156040895	pseudopool	HG02059102PE20326	WC
chrX	0	156040895	pseudopool	HG02059102PE20337	WW
chrX	0	156040895	pseudopool	HG02059102PE20348	WW
chrX	0	156040895	pseudopool	HG02059102PE20361	WW
chrX	0	156040895	pseudopool	HG02818x02PE20332	WC
chrX	0	156040895	pseudopool	NA12878_cell26	WC
chrX	0	156040895	pseudopool	NA19239_VI_090	CC
chrX	0	156040895	pseudopool	NA19239_V_029	CC
chrX	0	156040895	pseudopool	NA19239_V_055	WW
chrX	0	156040895	pseudopool	NA19240_IV_018	WC
chrX	0	156040895	pseudopool	NA19240_IV_033	CW
chrX	0	156040895	pseudopool	NA19240_I_081	CW
chrX	0	156040895	pseudopool	NA19240_V_082	WC
chrX	24800000	156040895	pseudopool	HG02059102PE20308	CC
chrX	24800000	156040895	pseudopool	NA12878_cell90	CW
chrX	35400000	120200000	pseudopool	HG02818x02PE20312	CW
chrX	48800000	156040895	pseudopool	NA19239_III_066	WW
chrX	67600000	156040895	pseudopool	HG00514_IV_089	CW
chrX	83000000	100200000	pseudopool	NA12878_cell20	WC
chrX	84000000	84400000	pseudopool	NA12878_cell43	CC
chrX	84400000	156040895	pseudopool	NA12878_cell43	CW
chrX	93000000	156040895	pseudopool	NA12878_cell113	WW
chrX	100200000	104000000	pseudopool	NA12878_cell20	CC
chrX	104000000	117800000	pseudopool	NA12878_cell20	CW
chrX	104400000	129800000	pseudopool	HG00268x01PE20402	WW
chrX	114000000	156040895	pseudopool	HG02818x02PE20308	WC
chrX	115200000	131800000	pseudopool	HG00268x01PE20438	CC
chrX	117800000	124600000	pseudopool	NA12878_cell20	CC
chrX	120200000	156040895	pseudopool	HG02818x02PE20312	CC
chrX	124600000	129000000	pseudopool	NA12878_cell20	WC
chrX	129000000	130800000	pseudopool	NA12878_cell20	CC
chrX	129800000	156040895	pseudopool	HG00268x01PE20402	CW
chrX	130600000	156040895	pseudopool	NA19240_VI_076	CW
chrX	130800000	134200000	pseudopool	NA12878_cell20	CW
chrX	131800000	156040895	pseudopool	HG00268x01PE20438	CW
chrX	134200000	137200000	pseudopool	NA12878_cell20	CC
chrX	137200000	151200000	pseudopool	NA12878_cell20	CW
chrX	151200000	154200000	pseudopool	NA12878_cell20	WW
chrX	152000000	156040895	pseudopool	HG00512_I_017	WW
chrX	154200000	156040895	pseudopool	NA12878_cell20	WC
chrX	155000000	156040895	pseudopool	NA12878_cell6	WC
chrY	0	9400000	pseudopool	NA19239_III_066	WW
chrY	0	9400000	pseudopool	NA19239_V_055	WC
chrY	0	9600000	pseudopool	NA19239_VI_090	CC
chrY	0	9600000	pseudopool	NA19239_V_029	WC
chrY	0	21800000	pseudopool	HG00512_I_092	CC
chrY	0	57227415	pseudopool	HG00268x01PE20401	WC
chrY	0	57227415	pseudopool	HG00268x01PE20402	WC
chrY	0	57227415	pseudopool	HG00268x01PE20404	WC
chrY	0	57227415	pseudopool	HG00268x01PE20438	WC
chrY	0	57227415	pseudopool	HG00268x01PE20455	WC
chrY	0	57227415	pseudopool	HG00512_I_015	WC
chrY	0	57227415	pseudopool	HG00512_I_017	WC
chrY	0	57227415	pseudopool	HG00512_I_075	WC
chrY	0	57227415	pseudopool	HG00512_I_081	WW
chrY	0	57227415	pseudopool	HG00512_I_087	WC
chrY	0	57227415	pseudopool	HG00514_IV_008	WC
chrY	0	57227415	pseudopool	HG00514_IV_015	WC
chrY	0	57227415	pseudopool	HG00514_IV_023	WC
chrY	0	57227415	pseudopool	HG00514_IV_073	WC
chrY	0	57227415	pseudopool	HG00514_IV_089	WC
chrY	0	57227415	pseudopool	HG00514_IV_095	WC
chrY	0	57227415	pseudopool	HG00514_VI_020	WC
chrY	0	57227415	pseudopool	HG00731_II_019	CC
chrY	0	57227415	pseudopool	HG00731_II_030	CC
chrY	0	57227415	pseudopool	HG00731_II_086	WW
chrY	0	57227415	pseudopool	HG01352x02PE20402	WC
chrY	0	57227415	pseudopool	HG01352x02PE20410	WC
chrY	0	57227415	pseudopool	HG01352x02PE20424	WC
chrY	0	57227415	pseudopool	HG01352x02PE20442	WC
chrY	0	57227415	pseudopool	HG02059102PE20308	WC
chrY	0	57227415	pseudopool	HG02059102PE20326	WC
chrY	0	57227415	pseudopool	HG02059102PE20337	WC
chrY	0	57227415	pseudopool	HG02059102PE20348	WC
chrY	0	57227415	pseudopool	HG02059102PE20361	CC
chrY	0	57227415	pseudopool	HG02818x02PE20308	WC
chrY	0	57227415	pseudopool	HG02818x02PE20312	WC
chrY	0	57227415	pseudopool	HG02818x02PE20332	WC
chrY	0	57227415	pseudopool	NA12878_cell113	WC
chrY	0	57227415	pseudopool	NA12878_cell20	WC
chrY	0	57227415	pseudopool	NA12878_cell26	WC
chrY	0	57227415	pseudopool	NA12878_cell43	WC
chrY	0	57227415	pseudopool	NA12878_cell6	WC
chrY	0	57227415	pseudopool	NA12878_cell90	WC
chrY	0	57227415	pseudopool	NA19240_IV_018	WC
chrY	0	57227415	pseudopool	NA19240_IV_033	WC
chrY	0	57227415	pseudopool	NA19240_I_081	WC
chrY	0	57227415	pseudopool	NA19240_VI_076	WC
chrY	0	57227415	pseudopool	NA19240_V_082	WC
chrY	9400000	57227415	pseudopool	NA19239_III_066	WC
chrY	9400000	57227415	pseudopool	NA19239_V_055	CC
chrY	9600000	22000000	pseudopool	NA19239_VI_090	WW
chrY	9600000	57227415	pseudopool	NA19239_V_029	WW
chrY	21800000	57227415	pseudopool	HG00512_I_092	WC
chrY	22000000	57227415	pseudopool	NA19239_VI_090	WC
